Show_Name,Date_Close,Date_Open,Year,Days Open,Prod_Type,Show_Type,Theatre,,,,
The Master Workman,,8/27/1906,1906,,Original Production,Play,Haverly's 14th Street Theatre,,,,
The Tourists,,8/25/1906,1906,,Original Production,Musical,Majestic Theatre,,,,
The Two Mr. Wetherbys,,8/23/1906,1906,,Original Production,Play,Hoyt's Theatre,,,,
Ruled Off the Turf,,8/20/1906,1906,,Original Production,Play,Haverly's 14th Street Theatre,,,,
The Power of Money,,8/20/1906,1906,,Revival,Play,American Theatre,,,,
My Wife Won't Let Me,12/22/1906,8/14/1906,1906,130,Original Production,Musical,Belasco Theatre,,,,
A Child of the Regiment,,8/13/1906,1906,,Original Production,Play,Haverly's 14th Street Theatre,,,,
"Bertha, the Sewing Machine Girl",,8/13/1906,1906,,Original Production,Play,American Theatre,,,,
Billy the Kid,,8/13/1906,1906,,Original Production,Play,Star Theatre,,,,
On Dangerous Ground,,8/13/1906,1906,,Original Production,Play,Thalia Theatre,,,,
The Kreutzer Sonata,,8/13/1906,1906,,Original Production,Play,Manhattan Theatre,,,,
The Little Cherub,,8/6/1906,1906,,Original Production,Musical,Criterion Theatre,,,,
The Ham Tree,,7/30/1906,1906,,Original Production,Revue,New York Theatre,,,,
The Gambler of the West,,7/28/1906,1906,,,Play,American Theatre,,,,
Mamzelle Champagne,,6/25/1906,1906,,,Revue,Madison Square Roof Garden,,,,
The Postmaster's Daughter,,6/11/1906,1906,,,Play,Grand Opera House,,,,
Seeing New York,,6/5/1906,1906,,,Musical,New York Roof,,,,
The Goldfields of Neveda,,6/4/1906,1906,,Original Production,Play,American Theatre,,,,
The Governor's Son,,6/4/1906,1906,,Original Production,Musical,Aerial Gardens,,,,
His Honor the Mayor,,5/28/1906,1906,,Original Production,Musical,New York Theatre,,,,
The Girl Patsy,,5/26/1906,1906,,,Play,Savoy Theatre,,,,
Old Lavender,5/26/1906,5/21/1906,1906,5,Original Production,Musical,Haverly's 14th Street Theatre,,,,
The Gingerbread Man,,5/21/1906,1906,,Original Production,Musical,New York Theatre,,,,
Mistakes Will Happen,,5/14/1906,1906,,Original Production,,Garrick Theatre,,,,
How He Lied to Her Husband,,5/14/1906,1906,,Original Production,Play,Lyric Theatre,,,,
Old Isaacs from the Bowery,,5/14/1906,1906,,Original Production,Play,American Theatre,,,,
The Embarrassment of Riches,,5/14/1906,1906,,,Play,Chickering Hall,,,,
A Square Deal,,4/30/1906,1906,,Original Production,,Haverly's 14th Street Theatre,,,,
Cousin Louisa,,4/30/1906,1906,,Original Production,Play,Daly's Theatre,,,,
The District Leader,,4/30/1906,1906,,Original Production,Musical,Wallack's Theatre,,,,
Dolce,4/26/1906,4/24/1906,1906,2,Original Production,Play,Manhattan Theatre,,,,
The Eyes of the Heart,4/26/1906,4/24/1906,1906,2,Original Production,Play,Manhattan Theatre,,,,
The Light from St. Agnes,4/26/1906,4/24/1906,1906,2,Original Production,Play,Manhattan Theatre,,,,
Jeanne D'arc,,4/23/1906,1906,,Original Production,Play,Fifth Avenue Theatre,,,,
The Man of Her Choice,,4/23/1906,1906,,Original Production,Play,Murray Hill Theatre,,,,
The Optimist,,4/23/1906,1906,,Revival,Play,Daly's Theatre,,,,
The Strength of the Weak,,4/17/1906,1906,,Original Production,Play,Liberty Theatre,,,,
Mrs. Temple's Telegram,4/30/1906,4/16/1906,1906,14,,Play,Hoyt's Theatre,,,,
Arms and the Man,,4/16/1906,1906,,Original Production,Play,Lyric Theatre,,,,
The American Lord,,4/16/1906,1906,,,Play,Hudson Theatre,,,,
The Free Lance,,4/16/1906,1906,,,Musical,New Amsterdam Theatre,,,,
The Rollicking Girl,,4/16/1906,1906,,Revival,Musical,New York Theatre,,,,
What the Butler Saw,,4/16/1906,1906,,,Play,Garrick Theatre,,,,
Zira,,4/16/1906,1906,,Revival,Play,Majestic Theatre,,,,
The Social Whirl,,4/9/1906,1906,,Original Production,Musical,Casino Theatre,,,,
The Curse of Drink,,4/9/1906,1906,,Original Production,,American Theatre,,,,
It's All Your Fault,,4/2/1906,1906,,Original Production,Play,Savoy Theatre,,,,
Lincoln,,3/26/1906,1906,,Original Production,Play,Liberty Theatre,,,,
A Parisian Romance,4/7/1906,3/19/1906,1906,19,Revival,Play,New Amsterdam Theatre,,,,
Beau Brummell,4/7/1906,3/19/1906,1906,19,,Play,New Amsterdam Theatre,,,,
Don Carlos,4/7/1906,3/19/1906,1906,19,Original Production,Play,New Amsterdam Theatre,,,,
Dr. Jekyll and Mr. Hyde,4/7/1906,3/19/1906,1906,19,Revival,Play,New Amsterdam Theatre,,,,
Ivan the Terrible,4/7/1906,3/19/1906,1906,19,Original Production,Play,New Amsterdam Theatre,,,,
King Richard III,4/7/1906,3/19/1906,1906,19,Original Production,Play,New Amsterdam Theatre,,,,
The Merchant of Venice,4/7/1906,3/19/1906,1906,19,Original Production,Play,New Amsterdam Theatre,,,,
The Scarlet Letter,4/7/1906,3/19/1906,1906,19,Original Production,Play,New Amsterdam Theatre,,,,
Charley's Aunt,,3/19/1906,1906,,Revival,Play,Manhattan Theatre,,,,
His Majesty,,3/19/1906,1906,,Revival,Musical,Majestic Theatre,,,,
The Greater Love,,3/19/1906,1906,,Original Production,Play,Hoyt's Theatre,,,,
The Prince of Pilsen,,3/19/1906,1906,,Revival,Musical,Grand Opera House,,,,
Happyland,4/16/1906,3/12/1906,1906,35,Original Production,Musical,Casino Theatre,,,,
Humpty Dumpty,,3/12/1906,1906,,Original Production,,New York Theatre,,,,
Lovers and Lunatics,3/10/1906,3/5/1906,1906,5,Revival,Musical,West End Theatre,,,,
Chinatown Charlie,,3/5/1906,1906,,Revival,Play,American Theatre,,,,
The Embassy Ball,,3/5/1906,1906,,Revival,Play,Daly's Theatre,,,,
The Mountain Climber,,3/5/1906,1906,,Original Production,Play,Criterion Center Stage Right,,,,
The Redskin,,3/1/1906,1906,,Revival,Play,Liberty Theatre,,,,
Brown of Harvard,,2/26/1906,1906,,Revival,,Princess Theatre,,,,
The Boy Behind the Gun,,2/26/1906,1906,,Original Production,Play,American Theatre,,,,
Abyssinia,,2/20/1906,1906,,Original Production,Musical,Majestic Theatre,,,,
The Title Mart,,2/20/1906,1906,,Original Production,Play,Hoyt's Theatre,,,,
The Triangle,,2/20/1906,1906,,Revival,Play,Manhattan Theatre,,,,
Behind the Mask,,2/19/1906,1906,,Revival,Play,West End Theatre,,,,
"George Washington, Jr.",4/21/1906,2/12/1906,1906,68,Original Production,Musical,Herald Square Theatre,,,,
At the World's Mercy,,2/12/1906,1906,,Original Production,Play,Star Theatre,,,,
Gallops,,2/12/1906,1906,,Original Production,Play,Garrick Theatre,,,,
Mr. Hopkinson,,2/12/1906,1906,,Original Production,Play,Savoy Theatre,,,,
The Duel,,2/12/1906,1906,,Original Production,Play,Hudson Theatre,,,,
Gay New York,2/10/1906,2/5/1906,1906,5,Original Production,Musical,Murray Hill Theatre,,,,
The Grafter,2/19/1906,1/29/1906,1906,21,Original Production,Musical,Grand Opera House,,,,
Bedford's Hope,,1/29/1906,1906,,Original Production,Play,Haverly's 14th Street Theatre,,,,
Mexicana,,1/29/1906,1906,,Original Production,Musical,Lyric Theatre,,,,
Rufus Rastus,,1/29/1906,1906,,,Musical,American Theatre,,,,
The House of Silence,,1/23/1906,1906,,Original Production,Play,Savoy Theatre,,,,
Happy Hooligan's Trip Around the World,4/16/1906,1/22/1906,1906,84,Original Production,Musical,Murray Hill Theatre,,,,
The Eye Witness,,1/22/1906,1906,,Original Production,Play,Thalia Theatre,,,,
The Fascinating Mr. Vanderveldt,,1/22/1906,1906,,Original Production,Play,Daly's Theatre,,,,
The Galloper,,1/22/1906,1906,,Original Production,Play,Garden Theatre,,,,
The Little Gray Lady,,1/22/1906,1906,,,Play,Garrick Theatre,,,,
Grierson's Way,,1/18/1906,1906,,,Play,Princess Theatre,,,,
The Vanderbilt Cup,,1/16/1906,1906,,Original Production,Musical,Broadway Theatre,,,,
Coming Thro' The Rye,,1/9/1906,1906,,Original Production,Musical,Herald Square Theatre,,,,
Cashel Byron,,1/8/1906,1906,,Original Production,Play,Daly's Theatre,,,,
The Clansman,,1/8/1906,1906,,Original Production,Play,Liberty Theatre,,,,
The German Gypsy,,1/8/1906,1906,,Revival,Play,Haverly's 14th Street Theatre,,,,
The Redemption of David Corson,,1/8/1906,1906,,Original Production,Play,Majestic Theatre,,,,
Julie Bonbon,4/15/1906,1/1/1906,1906,104,Revival,Play,Lew M. Fields Theatre,,,,
Mr. Blarney From Ireland,3/17/1906,1/1/1906,1906,75,Original Production,Musical,American Theatre,,,,
45 Minutes from Broadway,,1/1/1906,1906,,Revival,Play,New Amsterdam Theatre,,,,
The Crossing,,1/1/1906,1906,,Original Production,Play,Daly's Theatre,,,,
Twiddle-Twaddle,,1/1/1906,1906,,,Revue,Weber and Fields' Music Hall,,,,
As Ye Sow,,12/25/1905,1905,,Original Production,Play,Garden Theatre,,,,
"Mary, Mary, Quite Contrary",,12/25/1905,1905,,Original Production,Play,Garrick Theatre,,,,
Mlle. Modiste,,12/25/1905,1905,,Original Production,Musical,Knickerbocker Theatre,,,,
The Babes and the Baron,,12/25/1905,1905,,Original Production,Musical,Lyric Theatre,,,,
The Gingerbread Man,,12/25/1905,1905,,Revival,Musical,Liberty Theatre,,,,
A Crown of Thorns,,12/18/1905,1905,,Revival,Play,Haverly's 14th Street Theatre,,,,
Carmen,,12/18/1905,1905,,Original Production,Opera,Herald Square Theatre,,,,
Before and After,,12/12/1905,1905,,Original Production,Play,Manhattan Theatre,,,,
La Dame aux Camelias,,12/12/1905,1905,,Revival,Play,Lyric Theatre,,,,
A Pair of Spectacles,,12/11/1905,1905,,Original Production,Play,New Amsterdam Theatre,,,,
David Garrick,,12/11/1905,1905,,Revival,Play,New Amsterdam Theatre,,,,
On the Quiet,,12/11/1905,1905,,Original Production,Play,Criterion Center Stage Right,,,,
Sapho,,12/11/1905,1905,,Original Production,Play,Herald Square Theatre,,,,
The Fool's Revenge,,12/11/1905,1905,,Original Production,Play,New Amsterdam Theatre,,,,
The Man Who Was,,12/11/1905,1905,,,Play,New Amsterdam Theatre,,,,
The Middleman,,12/11/1905,1905,,Original Production,Play,New Amsterdam Theatre,,,,
The Professor's Love Story,,12/11/1905,1905,,Original Production,Play,New Amsterdam Theatre,,,,
Tom Pinch,,12/11/1905,1905,,Revival,Play,New Amsterdam Theatre,,,,
A Fair Exchange,,12/4/1905,1905,,Original Production,Play,Liberty Theatre,,,,
No Mother to Guide Her,,12/4/1905,1905,,Original Production,Play,Star Theatre,,,,
The Labyrinth,12/9/1905,11/27/1905,1905,12,,Play,Herald Square Theatre,,,,
David Garrick,,11/27/1905,1905,,Revival,Play,Hoyt's Theatre,,,,
La Belle Marseillaise,,11/27/1905,1905,,Original Production,Play,Knickerbocker Theatre,,,,
Secret Service Sam,,11/27/1905,1905,,Original Production,Play,American Theatre,,,,
The Toast of the Town,,11/27/1905,1905,,Original Production,Play,Daly's Theatre,,,,
Lured from Home,,11/20/1905,1905,,Revival,,Thalia Theatre,,,,
"Lieut. Dick, U.S.A.",,11/20/1905,1905,,Original Production,Play,Murray Hill Theatre,,,,
The Lion and the Mouse,,11/20/1905,1905,,Revival,Play,Lyceum Theatre,,,,
The Marriage of William Ashe,,11/20/1905,1905,,Original Production,Play,Garrick Theatre,,,,
The Girl of the Golden West,,11/14/1905,1905,,Original Production,Play,The Old Belasco Theatre,,,,
How Baxter Butted In,12/16/1905,11/13/1905,1905,33,Original Production,Musical,Murray Hill Theatre,,,,
Little Johnny Jones,12/2/1905,11/13/1905,1905,19,Original Production,Musical,New York Theatre,,,,
The Belle of the West,11/18/1905,11/13/1905,1905,5,Original Production,Musical,Grand Opera House,,,,
Oliver Twist,,11/13/1905,1905,,Original Production,Play,Fifth Avenue Theatre,,,,
When the World Sleeps,,11/13/1905,1905,,,Play,Star Theatre,,,,
Peter Pan,,11/6/1905,1905,,Original Production,Play,Empire Theatre,,,,
The Earl and the Girl,,11/4/1905,1905,,Original Production,Musical,Casino Theatre,,,,
The White Cat,,11/2/1905,1905,,Original Production,Musical,New Amsterdam Theatre,,,,
Véronique,11/25/1905,10/30/1905,1905,26,Original Production,Musical,Broadway Theatre,,,,
Moonshine,,10/30/1905,1905,,Original Production,Musical,Liberty Theatre,,,,
Simple Simon Simple,,10/30/1905,1905,,Original Production,Musical,West End Theatre,,,,
Wonderland,,10/24/1905,1905,,Original Production,Musical,Majestic Theatre,,,,
In New York Town,3/31/1906,10/23/1905,1905,159,,Musical,West End Theatre,,,,
It's Up To You John Henry,12/23/1905,10/23/1905,1905,61,Original Production,Musical,Grand Opera House,,,,
Mrs. Warren's Profession,10/23/1905,10/23/1905,1905,0,Revival,Play,Garrick Theatre,,,,
Hamlet,,10/23/1905,1905,,Original Production,Play,Garden Theatre,,,,
King Lear,,10/23/1905,1905,,Revival,Play,Garden Theatre,,,,
Macbeth,,10/23/1905,1905,,Original Production,Play,Garden Theatre,,,,
Monna Vanna,,10/23/1905,1905,,Original Production,Play,Manhattan Theatre,,,,
Othello,,10/23/1905,1905,,Original Production,Play,Garden Theatre,,,,
Richelieu,,10/23/1905,1905,,,Play,Garden Theatre,,,,
The Dagger and the Cross,,10/23/1905,1905,,Original Production,Play,Garden Theatre,,,,
The Squaw Man,,10/23/1905,1905,,Original Production,Play,Chickering Hall,,,,
Romeo and Juliet,11/25/1905,10/16/1905,1905,40,,Play,Knickerbocker Theatre,,,,
The Merchant of Venice,11/25/1905,10/16/1905,1905,40,Original Production,Play,Knickerbocker Theatre,,,,
The Taming of the Shrew,11/25/1905,10/16/1905,1905,40,Revival,Play,Knickerbocker Theatre,,,,
Twelfth Night,11/25/1905,10/16/1905,1905,40,Original Production,Play,Knickerbocker Theatre,,,,
The Sambo Girl,10/28/1905,10/16/1905,1905,12,Original Production,Musical,West End Theatre,,,,
Fritz in Tammany Hall,,10/16/1905,1905,,Revival,Musical,Herald Square Theatre,,,,
The Virginian,,10/16/1905,1905,,Original Production,Play,Academy of Music,,,,
The Player Maid,10/13/1905,10/13/1905,1905,0,Revival,Play,Liberty Theatre,,,,
John Bull's Other Island,10/21/1905,10/9/1905,1905,12,Original Production,Play,Garrick Theatre,,,,
Du Barry,11/6/1905,10/3/1905,1905,34,,Play,The Old Belasco Theatre,,,,
Zaza,11/6/1905,10/3/1905,1905,34,Original Production,Play,The Old Belasco Theatre,,,,
The Man on the Box,,10/3/1905,1905,,Original Production,Play,Hoyt's Theatre,,,,
Breaking Into Society,5/5/1906,10/2/1905,1905,215,,Musical,West End Theatre,,,,
Edmund Burke,10/28/1905,10/2/1905,1905,26,Original Production,Play,Majestic Theatre,,,,
Just Out of College,,9/27/1905,1905,,Original Production,Play,Lyceum Theatre,,,,
"Tom, Dick and Harry",1/20/1906,9/25/1905,1905,117,Revival,Musical,American Theatre,,,,
The Beauty Doctor,10/7/1905,9/25/1905,1905,12,Original Production,Musical,Haverly's 14th Street Theatre,,,,
You Never Can Tell,10/7/1905,9/25/1905,1905,12,Revival,Play,Garrick Theatre,,,,
Leah Kleschna,,9/25/1905,1905,,Original Production,Play,Manhattan Theatre,,,,
The Walls of Jericho,,9/25/1905,1905,,Original Production,Play,Savoy Theatre,,,,
The Way of the Transgressor,,9/25/1905,1905,,Original Production,Play,Murray Hill Theatre,,,,
Zira,,9/21/1905,1905,,,Play,Princess Theatre,,,,
Adrea,10/7/1905,9/20/1905,1905,17,Revival,Play,The Old Belasco Theatre,,,,
Marching Through Georgia,,9/18/1905,1905,,,Play,Haverly's 14th Street Theatre,,,,
The Great Jewel Mystery,,9/18/1905,1905,,Original Production,Play,American Theatre,,,,
The Shadow Behind the Throne,,9/18/1905,1905,,Revival,Play,Murray Hill Theatre,,,,
The Bad Samaritan,,9/12/1905,1905,,Original Production,Play,Garden Theatre,,,,
Candida,11/11/1905,9/11/1905,1905,61,Revival,Play,Garrick Theatre,,,,
Mary and John,,9/11/1905,1905,,,Play,Manhattan Theatre,,,,
The Duke of Duluth,,9/11/1905,1905,,Original Production,Musical,Majestic Theatre,,,,
Rip Van Winkle,,9/9/1905,1905,,Original Production,Play,Chickering Hall,,,,
Beauty and the Barge,,9/6/1905,1905,,Original Production,Play,Lyceum Theatre,,,,
Man and Superman,,9/5/1905,1905,,Revival,Play,Hudson Theatre,,,,
A Jolly Baron,,9/4/1905,1905,,,Musical,Haverly's 14th Street Theatre,,,,
Bankers and Brokers,,9/4/1905,1905,,Original Production,Musical,West End Theatre,,,,
De Lancey,,9/4/1905,1905,,Original Production,Play,Empire Theatre,,,,
Her Great Match,,9/4/1905,1905,,Original Production,Play,Criterion Center Stage Right,,,,
Miss Dolly Dollars,,9/4/1905,1905,,Original Production,Musical,Knickerbocker Theatre,,,,
The Prince Chap,,9/4/1905,1905,,,Play,Hoyt's Theatre,,,,
The Rogers Brothers in Ireland,,9/4/1905,1905,,Original Production,Musical,Liberty Theatre,,,,
The Prodigal Son,,9/4/1905,1905,,Original Production,,New Amsterdam Theatre,,,,
It Happened in Nordland,,8/31/1905,1905,,Original Production,Musical,Lew M. Fields Theatre,,,,
Strongheart,,8/28/1905,1905,,Original Production,Play,Savoy Theatre,,,,
The Catch of the Season,,8/28/1905,1905,,Revival,Musical,Daly's Theatre,,,,
The Ham Tree,,8/28/1905,1905,,,Revue,New York Theatre,,,,
Higgledy-Piggledy,,8/26/1905,1905,,Original Production,Revue,Weber and Fields' Music Hall,,,,
Easy Dawson,10/7/1905,8/22/1905,1905,46,Original Production,Play,Chickering Hall,,,,
The Woman in the Case,8/27/1905,8/21/1905,1905,6,Original Production,Play,Hoyt's Theatre,,,,
A Maker of Men,,8/21/1905,1905,,,,Lyceum Theatre,,,,
Custer's Last Fight,,8/21/1905,1905,,Original Production,Play,Star Theatre,,,,
Hearts of Gold,,8/21/1905,1905,,Original Production,Play,American Theatre,,,,
Mrs. Leffingwell's Boots,,8/21/1905,1905,,Original Production,Play,Lyceum Theatre,,,,
The Life That Kills,,8/21/1905,1905,,Original Production,Play,Thalia Theatre,,,,
Way Down East,,8/21/1905,1905,,Original Production,Play,Academy of Music,,,,
Papa's Boy,9/26/1905,8/19/1905,1905,38,Original Production,Musical,Murray Hill Theatre,,,,
York State Folks,,8/19/1905,1905,,,Play,Majestic Theatre,,,,
Fighting Fate,,8/14/1905,1905,,Original Production,Play,Star Theatre,,,,
Zorah,,8/14/1905,1905,,,Play,Fifth Avenue Theatre,,,,
When We Were Forty-one,8/26/1905,6/12/1905,1905,75,,Musical,New York Roof,,,,
Lifting the Lid,,6/5/1905,1905,,Original Production,Musical,Aerial Gardens,,,,
A Hot Old Time,,5/27/1905,1905,,Original Production,Musical,Murray Hill Theatre,,,,
My Tom-Boy Girl,5/27/1905,5/22/1905,1905,5,Original Production,Musical,Haverly's 14th Street Theatre,,,,
Fedora,,5/22/1905,1905,,Revival,Play,American Theatre,,,,
The Master Builder,5/12/1905,5/12/1905,1905,0,Revival,Play,Carnegie Lyceum,,,,
Little Johnny Jones,8/26/1905,5/8/1905,1905,110,Revival,Musical,New York Theatre,,,,
Trilby,,5/8/1905,1905,,Revival,Play,New Amsterdam Theatre,,,,
A Doll's House,,5/2/1905,1905,,Revival,Play,Lyceum Theatre,,,,
The Millionaire Detective,,5/1/1905,1905,,Revival,Play,Haverly's 14th Street Theatre,,,,
The Rollicking Girl,,5/1/1905,1905,,Revival,Musical,Herald Square Theatre,,,,
A Friend of the Family,,4/24/1905,1905,,Original Production,Play,Murray Hill Theatre,,,,
Sergeant Brue,,4/24/1905,1905,,Original Production,Musical,Knickerbocker Theatre,,,,
The Proud Laird,,4/24/1905,1905,,Original Production,Play,Manhattan Theatre,,,,
The Freedom of Suzanne,,4/19/1905,1905,,Revival,Play,Empire Theatre,,,,
The Firm of Cunningham,,4/18/1905,1905,,,Play,Hoyt's Theatre,,,,
At Old Point Comfort,,4/17/1905,1905,,Original Production,Play,Murray Hill Theatre,,,,
In the Eyes of the World,,4/17/1905,1905,,Original Production,Play,Lyceum Theatre,,,,
San Toy,,4/17/1905,1905,,Original Production,Musical,Daly's Theatre,,,,
She Stoops to Conquer,,4/17/1905,1905,,Original Production,Play,New Amsterdam Theatre,,,,
Mrs. Battle's Bath,,4/11/1905,1905,,Original Production,Play,Hoyt's Theatre,,,,
"Jinny, the Carrier",,4/10/1905,1905,,Original Production,Play,Criterion Center Stage Right,,,,
The Heir to the Hoorah,,4/10/1905,1905,,Original Production,Play,Hudson Theatre,,,,
The Misanthrope,,4/10/1905,1905,,Original Production,Play,New Amsterdam Theatre,,,,
A Blot in the 'Scutcheon,5/5/1905,4/7/1905,1905,28,Original Production,Play,Hudson Theatre,,,,
The Prince of Pilsen,5/6/1905,4/3/1905,1905,33,Original Production,Musical,New York Theatre,,,,
A Case of Frenzied Finance,,4/3/1905,1905,,Original Production,Play,Savoy Theatre,,,,
London Assurance,,4/3/1905,1905,,Revival,Play,Knickerbocker Theatre,,,,
The Gypsy Girl,,4/3/1905,1905,,Original Production,Play,Star Theatre,,,,
The School for Husbands,,4/3/1905,1905,,Original Production,Play,Chickering Hall,,,,
The Countess Cathleen,3/31/1905,3/28/1905,1905,3,Original Production,Play,Hoyt's Theatre,,,,
Anna Karenina,,3/27/1905,1905,,Revival,Play,Fifth Avenue Theatre,,,,
Florodora,,3/27/1905,1905,,Original Production,Musical,Broadway Theatre,,,,
In the Shadow of Darkness,,3/27/1905,1905,,Original Production,Play,Star Theatre,,,,
Pals,,3/27/1905,1905,,Original Production,Play,American Theatre,,,,
The Eyes of the Heart,,3/27/1905,1905,,Original Production,Play,Manhattan Theatre,,,,
The Lady Shore,,3/27/1905,1905,,Original Production,Play,Hudson Theatre,,,,
The Light from St. Agnes,,3/27/1905,1905,,,Play,Manhattan Theatre,,,,
The Rose,,3/27/1905,1905,,Revival,,Manhattan Theatre,,,,
The Chosen People,3/23/1905,3/23/1905,1905,0,Revival,,Herald Square Theatre,,,,
A Parisian Romance,4/8/1905,3/20/1905,1905,19,,Play,New Amsterdam Theatre,,,,
Beau Brummell,4/8/1905,3/20/1905,1905,19,Original Production,Play,New Amsterdam Theatre,,,,
Dr. Jekyll and Mr. Hyde,4/8/1905,3/20/1905,1905,19,Revival,Play,New Amsterdam Theatre,,,,
Ivan the Terrible,4/8/1905,3/20/1905,1905,19,Original Production,Play,New Amsterdam Theatre,,,,
King Richard III,4/8/1905,3/20/1905,1905,19,Original Production,Play,New Amsterdam Theatre,,,,
The Merchant of Venice,4/8/1905,3/20/1905,1905,19,Original Production,Play,New Amsterdam Theatre,,,,
The Watch on the Rhine,,3/20/1905,1905,,Original Production,Musical,Murray Hill Theatre,,,,
The Trifler,,3/16/1905,1905,,,Play,Princess Theatre,,,,
Nancy Stair,,3/15/1905,1905,,,Play,Criterion Center Stage Right,,,,
Hamlet,,3/13/1905,1905,,Original Production,Play,Knickerbocker Theatre,,,,
When We Dead Awake,,3/7/1905,1905,,,Play,Knickerbocker Theatre,,,,
Mademoiselle Marni,,3/6/1905,1905,,Original Production,Play,Chickering Hall,,,,
Sherlock Holmes,,3/6/1905,1905,,Original Production,Play,Empire Theatre,,,,
The Prince Consort,,3/6/1905,1905,,Original Production,Play,New Amsterdam Theatre,,,,
A Passion in the Suburb,4/8/1905,2/27/1905,1905,40,Original Production,,Berkeley Lyceum Theatre,,,,
A Woman's Pity,4/8/1905,2/27/1905,1905,40,Original Production,,Berkeley Lyceum Theatre,,,,
At the Threshold,4/8/1905,2/27/1905,1905,40,Original Production,Play,Berkeley Lyceum Theatre,,,,
Strolling Players,4/8/1905,2/27/1905,1905,40,Original Production,Play,Berkeley Lyceum Theatre,,,,
The Cardinal's Edict,4/8/1905,2/27/1905,1905,40,Original Production,Play,Berkeley Lyceum Theatre,,,,
The Lady Across the Hall,4/8/1905,2/27/1905,1905,40,Original Production,Play,Berkeley Lyceum Theatre,,,,
The Lady Bookie,4/8/1905,2/27/1905,1905,40,,Play,Berkeley Lyceum Theatre,,,,
The System of Dr. Tarr,4/8/1905,2/27/1905,1905,40,,Play,Berkeley Lyceum Theatre,,,,
Boccaccio,3/25/1905,2/27/1905,1905,26,Original Production,Musical,Broadway Theatre,,,,
Richter's Wife,,2/27/1905,1905,,Original Production,Play,Manhattan Theatre,,,,
Sinbad,,2/27/1905,1905,,Original Production,Musical,Murray Hill Theatre,,,,
Abigail,,2/21/1905,1905,,,,Savoy Theatre,,,,
How He Won Her,2/25/1905,2/20/1905,1905,5,Original Production,Musical,Murray Hill Theatre,,,,
Love and the Man,,2/20/1905,1905,,Original Production,Play,Knickerbocker Theatre,,,,
Nobody's Darling,,2/20/1905,1905,,,Play,Haverly's 14th Street Theatre,,,,
The Education of Mr. Pipp,,2/20/1905,1905,,Original Production,Play,Liberty Theatre,,,,
The Shepherd King,,2/20/1905,1905,,,Play,New York Theatre,,,,
Who Goes There?,,2/20/1905,1905,,,Play,Princess Theatre,,,,
Hamlet,2/14/1905,2/14/1905,1905,0,Original Production,Play,New York Theatre,,,,
Fatinitza,2/25/1905,2/13/1905,1905,12,Revival,Musical,Broadway Theatre,,,,
The Confessions of a Wife,,2/13/1905,1905,,Original Production,Play,Haverly's 14th Street Theatre,,,,
The Passport,,2/13/1905,1905,,Revival,Play,Princess Theatre,,,,
The School for Scandal,,2/13/1905,1905,,Original Production,Play,Liberty Theatre,,,,
Op-o'-Me Thumb,,2/6/1905,1905,,Original Production,Play,Empire Theatre,,,,
The Brighter Side,,2/6/1905,1905,,Revival,Play,Knickerbocker Theatre,,,,
The Taming of the Shrew,,2/6/1905,1905,,Original Production,Play,Liberty Theatre,,,,
Mrs. Temple's Telegram,,2/1/1905,1905,,Original Production,Play,Hoyt's Theatre,,,,
Friquet,,1/31/1905,1905,,,Play,Savoy Theatre,,,,
Giroflé-Girofla,,1/31/1905,1905,,Original Production,Musical,Broadway Theatre,,,,
The Woman in the Case,,1/31/1905,1905,,Original Production,Play,Herald Square Theatre,,,,
The Lost Boy,2/4/1905,1/30/1905,1905,5,Original Production,Musical,Murray Hill Theatre,,,,
Love in Idleness,,1/30/1905,1905,,Revival,Play,Princess Theatre,,,,
Strongheart,,1/30/1905,1905,,,Play,Hudson Theatre,,,,
The Holy City,,1/30/1905,1905,,Original Production,Play,Fifth Avenue Theatre,,,,
Robert Burns,1/28/1905,1/28/1905,1905,0,Original Production,Play,Carnegie Lyceum,,,,
The Yankee Consul,8/27/1905,1/24/1905,1905,215,Revival,Musical,Wallack's Theatre,,,,
Buster Brown,4/8/1905,1/24/1905,1905,74,Original Production,,Majestic Theatre,,,,
The Middleman,,1/23/1905,1905,,Original Production,Play,Knickerbocker Theatre,,,,
The Professor's Love Story,,1/23/1905,1905,,Original Production,Play,Knickerbocker Theatre,,,,
Lucky Durham,,1/22/1905,1905,,Revival,Play,Knickerbocker Theatre,,,,
For His Brother's Crimes,,1/16/1905,1905,,Original Production,Play,Star Theatre,,,,
"Mrs. 'Mac,' The Mayor",,1/16/1905,1905,,Revival,Play,Murray Hill Theatre,,,,
Siberia,,1/16/1905,1905,,Original Production,Play,Academy of Music,,,,
The Money Makers,,1/16/1905,1905,,Revival,Play,Liberty Theatre,,,,
The Duchess of Dantzic,,1/16/1905,1905,,Original Production,,Daly's Theatre,,,,
Fantana,10/28/1905,1/14/1905,1905,287,Revival,Musical,Lyric Theatre,,,,
Mrs. Leffingwell's Boots,4/30/1905,1/11/1905,1905,109,Original Production,Play,Savoy Theatre,,,,
Twelfth Night,1/18/1905,1/11/1905,1905,7,Original Production,Play,Knickerbocker Theatre,,,,
Adrea,,1/11/1905,1905,,Revival,Play,The Old Belasco Theatre,,,,
Sweet Lavender,,1/9/1905,1905,,Original Production,Play,Princess Theatre,,,,
