,Date_Close,Date_Open,Date_Previews,Intermission,Market,Prod_Type,Run_Time_Minutes,Run_Time_String,Run_Type,Show_Name,Show_Type,Theatre,Theatre_Address
1283,6/4/1988,10/22/1987,,1,Broadway,Revival Production,,,Open Run,Cabaret,Musical, Imperial Theatre,"         Minskoff Theatre (New York, NY) 200 W. 45th St. "
1284,1/3/1988,3/4/1987,, ,Broadway,Original Production Production,,,Unknown,Coastal Disturbances,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1285,3/29/1987,3/1/1987,, ,Broadway,Original Production Production,,,Unknown,Death and the King's Horseman,Play, Vivian Beaumont Theatre,"         Vivian Beaumont Theatre (New York, NY) 150 West 65th St. at Broadway "
1286,1/10/1988,10/29/1987,,1,Broadway,Original Production Production,,,Open Run,Don't Get God Started,Musical, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
1287,11/29/1987,6/28/1987,,1,Broadway,Revival Production,,,Limited Run,Dreamgirls,Musical, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
1288,6/26/1988,3/26/1987,, ,Broadway,Original Production Production,,,Unknown,Fences,Play, 46th Street Theatre,"         46th Street Theatre (New York, NY) 226 W.46th St. "
1289,6/22/1987,6/22/1987,, ,Broadway,Original Production Production,,,Unknown,"Happy Birthday, Mr. Abbott!",, Palace Theatre,"         Palace Theatre (Broadway) (New York, NY) 1564 Broadway "
1290,10/16/1987,10/14/1987,, ,Broadway,Original Production Production,,,Unknown,Il Berretto a Songali,Play, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1291,9/3/1989,11/5/1987,,1,Broadway,Original Production Production,,,Open Run,Into the Woods,Musical, Martin Beck Theatre,"         Martin Beck Theatre (New York, NY) 302 W. 45th St. "
1292,10/31/1987,10/15/1987,, ,Broadway,Original Production Production,,,Unknown,Jerry Garcia Acoustic & Electric,, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. "
1293,,10/17/1987,, ,Broadway,Original Production Production,,,Unknown,La Serva Amorosa,Play, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1294,10/6/1987,10/6/1987,, ,Broadway,Original Production Production,,,Unknown,La Serva Padrona,, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1295,10/17/1987,10/15/1987,,1,Broadway,Original Production Production,,,Open Run,Late Nite Comic,Musical, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
1296,9/6/1987,4/30/1987,,,Broadway,Original Production Production,,,Open Run,Les Liaisons Dangereuses,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. "
1297,5/18/2003,3/12/1987,,1,Broadway,Original Production Production,180,"3 hours, with one ",Open Run,Les Miserables,Musical, Kennedy Center [Eisenhower Theatre],"         Imperial Theatre (Broadway) (New York, NY) 249 West 45th St. Seating Chart  "
1298,5/18/2003,10/11/1987,,1,Broadway,Original Production Production,,,Unknown,Mort Sahl on Broadway!,, Neil Simon Theatre,"         Neil Simon Theatre (New York, NY) 250 W. 52nd St. "
1299,5/18/2003,12/1/1987,11/24/1987,1,Broadway,Original Production Production,,,Unknown,Penn & Teller,, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
1300,10/23/1987,10/23/1987,11/24/1987, ,Broadway,Original Production Production,,,Unknown,Podrecca Puppet Theatre Company,Special, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1301,10/11/1987,10/9/1987,11/24/1987, ,Broadway,Original Production Production,,,Unknown,Pulcinella,Play, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1302,8/2/1987,4/26/1987,,,Broadway,Revival Production,,,Unknown,Pygmalion,Play, Plymouth Theatre,"         Plymouth Theatre (New York, NY) 236 W. 45th St. "
1303,10/11/1987,10/1/1987,,1,Broadway,Original Production Production,,,Open Run,Roza,Musical, Royale Theatre,"         Royale Theatre (New York, NY) 242 W. 45th St. "
1304,4/12/1987,4/5/1987,, ,Broadway,Original Production Production,,,Unknown,Safe Sex,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
1305,12/6/1987,8/20/1987,, ,Broadway,Original Production Production,,,Unknown,Sherlock's Last Case,Play, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. "
1306,5/9/1987,5/3/1987,, ,Broadway,Original Production Production,,,Unknown,Sleight of Hand,Play, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. "
1307,5/17/1987,2/19/1987,,1,Broadway,Original Production Production,,,Open Run,Stardust,Revue, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. "
1308,1/8/1989,3/15/1987,,1,Broadway,Original Production Production,,,Open Run,Starlight Express,Musical, Gershwin Theatre,"         Gershwin Theatre (New York, NY) 222 West 51st St. "
1309,3/15/1987,1/11/1987,, ,Broadway,Original Production Production,,,Unknown,Stepping Out,Play, John Golden Theatre,"         John Golden Theatre (New York, NY) 252 West 45th St. "
1310,1/17/1988,11/12/1987,11/3/1987,1,Broadway,Original Production Production,,,Open Run,Teddy & Alice,Musical, Minskoff Theatre,"         Minskoff Theatre (New York, NY) 200 W. 45th St. "
1311,7/26/1987,5/31/1987,, ,Broadway,Original Production Production,,,Unknown,The Comedy of Errors,Play, Vivian Beaumont Theatre,"         Vivian Beaumont Theatre (New York, NY) 150 West 65th St. at Broadway "
1312,5/3/1987,4/2/1987,,1,Broadway,Revival Production,,,Limited Run,The Mikado,Operetta, New York City Center,"         Virginia Theatre (New York, NY) 245 W. 52nd St. "
1313,8/1/1987,4/6/1987,, ,Broadway,Original Production Production,,,Unknown,The Musical Comedy Murders of 1940,Play, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
1314,4/10/1988,3/22/1987,, ,Broadway,Original Production Production,,,Unknown,The Nerd,Play, Hayes Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. "
1315,4/26/1987,4/12/1987,, ,Broadway,Original Production Production,,,Unknown,The Regard of Flight,, Vivian Beaumont Theatre,"         Vivian Beaumont Theatre (New York, NY) 150 West 65th St. at Broadway "
1316,10/18/1987,10/13/1987,, ,Broadway,Original Production Production,,,Unknown,Tom Waits in Concert on Broadway,, Eugene O'Neill Theatre,"         Eugene O'Neill Theatre (New York, NY) 230 West 49th St. "
1317,12/7/1986,10/26/1986,,,Broadway,Original Production Production,,,Limited Run,A Little Like Magic,, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
1318,1/3/1987,6/26/1986,,,Broadway,Revival Production,,,Open Run,Arsenic and Old Lace,Play, 46th Street Theatre,"         46th Street Theatre (New York, NY) 226 W.46th St. "
1319,5/31/1987,11/12/1986,, ,Broadway,Revival Production,,,Unknown,As You Like It,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. "
1320,6/8/1986,4/10/1986,,1,Broadway,Original Production Production,,,Open Run,Big Deal,Musical, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1321,9/25/1988,12/4/1986,11/25/1986, ,Broadway,Original Production Production,,,Unknown,Broadway Bound,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
1322,4/20/1986,1/5/1986,, ,Broadway,Original Production Production,,,Unknown,Corpse!,Play, Hayes Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. "
1323,10/25/1986,10/21/1986,, ,Broadway,Original Production Production,,,Unknown,Costello Sings Again,, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1324,9/21/1986,7/16/1986,, ,Broadway,Original Production Production,,,Unknown,Cuba & His Teddy Bear,, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
1325,3/22/1986,3/13/1986,, ,Broadway,Original Production Production,,,Unknown,Execution of Justice,Play, Virginia Theatre,"         Virginia Theatre (New York, NY) 245 W. 52nd St. "
1326,11/30/1986,10/19/1986,,1,Broadway,Original Production Production,,,Open Run,Flamenco Puro,Revue, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1327,8/9/1986,8/7/1986,,1,Broadway,Original Production Production,,,Open Run,Honky Tonk Nights,Musical, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. "
1328,10/26/1986,10/22/1986,,1,Broadway,Original Production Production,,,Open Run,Into the Light,Musical, Neil Simon Theatre,"         Neil Simon Theatre (New York, NY) 250 W. 52nd St. "
1329,1/2/1988,12/22/1986,, ,Broadway,Original Production Production,,,Unknown,Jackie Mason's The World According to Me!,, Brooks Atkinson Theatre,"         Brooks Atkinson Theatre (New York, NY) 256 W. 47th St. "
1330,2/1/1986,1/23/1986,,1,Broadway,Original Production Production,,,Open Run,Jerome Kern Goes to Hollywood,Revue, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
1331,12/21/1986,11/5/1986,,1,Broadway,Original Production Production,,,Limited Run,L'Chaim to Life,Revue, Town Hall,"         Town Hall (New York, NY) 123 West 43rd St. "
1332,2/23/1986,1/16/1986,, ,Broadway,Original Production Production,,,Unknown,Lillian,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. "
1333,6/29/1986,4/28/1986,,,Broadway,Revival Production,,,Unknown,Long Day's Journey Into Night,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
1334,6/28/1986,4/7/1986,, ,Broadway,Revival Production,,,Unknown,Loot,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. "
1335,5/31/1987,11/12/1986,, ,Broadway,Revival Production,,,Unknown,Macbeth,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. "
1336,12/31/1989,8/10/1986,,1,Broadway,Original Production Production,,,Open Run,Me and My Girl,Musical, Marquis Theatre,"         Marquis Theatre (New York, NY) 1535 Broadway "
1337,10/26/1986,6/17/1986,, ,Broadway,Original Production Production,,,Unknown,"Mummenschanz: ""The New Show""",, Hayes Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. "
1338,1/3/1987,11/17/1986,11/5/1986,1,Broadway,Original Production Production,,,Open Run,Oh Coward!,Musical, Hayes Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. "
1339,3/9/1986,2/18/1986,11/5/1986, ,Broadway,Original Production Production,,,Unknown,Patti La Belle,, Minskoff Theatre,"         Minskoff Theatre (New York, NY) 200 W. 45th St. "
1340,3/23/1986,3/18/1986,11/5/1986, ,Broadway,Original Production Production,,,Unknown,"Peter, Paul & Mary ""From Bleecker to Broadway""",, Minskoff Theatre,"         Minskoff Theatre (New York, NY) 200 W. 45th St. "
1341,5/10/1986,3/20/1986,,,Broadway,Original Production Production,,,Unknown,Precious Sons,Play, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
1342,10/19/1986,10/16/1986,,1,Broadway,Original Production Production,,,Open Run,Raggedy Ann,Musical, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. "
1343,8/23/1986,8/21/1986,,1,Broadway,Original Production Production,,,Open Run,Rags,Musical, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1344,6/25/1986,6/25/1986,, ,Broadway,Original Production Production,,,Unknown,Robert Klein on Broadway,, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. "
1345,5/31/1987,11/12/1986,, ,Broadway,Revival Production,,,Unknown,Romeo and Juliet,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. "
1346,10/18/1986,10/14/1986,, ,Broadway,Original Production Production,,,Unknown,Rowan Atkinson at the Atkinson,, Brooks Atkinson Theatre,"         Brooks Atkinson Theatre (New York, NY) 256 W. 47th St. "
1347,7/15/1986,7/9/1986,,,Broadway,Original Production Production,,,Unknown,Shirley Bassey,, Marquis Theatre,"         Marquis Theatre (New York, NY) 1535 Broadway "
1348,7/14/1986,6/3/1986,,1,Broadway,Original Production Production,,,Open Run,Shout Up a Morning,Musical, La Jolla Playhouse,"         Kennedy Center [Eisenhower Theatre] (Washington, DC) 2700 F Street, NW Washington, DC 20566 "
1349,1/3/1987,11/24/1986,11/14/1986,1,Broadway,Original Production Production,,,Open Run,Smile,Musical, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. "
1350,,12/26/1986,11/14/1986, ,Broadway,Original Production Production,,,Unknown,Smokey Robinson Plus Jean Carne,, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1351,5/18/1986,4/3/1986,, ,Broadway,Original Production Production,,,Unknown,So Long on Lonely Street,Play, Jack Lawrence Theatre,"         Jack Lawrence Theatre (New York, NY) 359 W. 48th St. "
1352,3/22/1987,4/17/1986,, ,Broadway,Original Production Production,,,Unknown,Social Security,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. "
1353,3/15/1987,4/27/1986,,1,Broadway,Revival Production,,,Open Run,Sweet Charity,Musical, Minskoff Theatre,"         Minskoff Theatre (New York, NY) 200 W. 45th St. "
1354,6/29/1986,4/30/1986,, ,Broadway,Original Production Production,,,Unknown,The Boys in Autumn,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1355,3/9/1986,1/30/1986,, ,Broadway,Revival Production,,,Unknown,The Caretaker,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1356,4/20/1986,4/1/1986,, ,Broadway,Original Production Production,,,Unknown,"The Flying Karamazov Brothers ""Juggling and Cheap Theatrics""",, Vivian Beaumont Theatre,"         Vivian Beaumont Theatre (New York, NY) 150 West 65th St. at Broadway "
1357,1/11/1987,11/23/1986,, ,Broadway,Revival Production,,,Unknown,The Front Page,Play, Vivian Beaumont Theatre,"         Vivian Beaumont Theatre (New York, NY) 150 West 65th St. at Broadway "
1358,3/15/1987,4/29/1986,, ,Broadway,Original Production Production,,,Unknown,The House of Blue Leaves,Play, Vivian Beaumont Theatre,"         Plymouth Theatre (New York, NY) 236 W. 45th St. "
1359,10/12/1986,8/24/1986,, ,Broadway,Revival Production,,,Unknown,The Life and Adventures of Nicholas Nickleby,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
1360,6/29/1986,4/24/1986,, ,Broadway,Original Production Production,,,Unknown,The Petition,Play, John Golden Theatre,"         John Golden Theatre (New York, NY) 252 West 45th St. "
1361,3/30/1986,3/25/1986,, ,Broadway,Original Production Production,,,Unknown,The Temptations / The Four Tops,, Minskoff Theatre,"         Minskoff Theatre (New York, NY) 200 W. 45th St. "
1362,2/16/1986,1/28/1986,,1,Broadway,Original Production Production,,,Open Run,Uptown...It's Hot!,Revue, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. "
1363,1/11/1987,12/18/1986,, ,Broadway,Original Production Production,,,Unknown,Wild Honey,Play, Virginia Theatre,"         Virginia Theatre (New York, NY) 245 W. 52nd St. "
1364,1/25/1987,10/9/1986,, ,Broadway,Revival Production,,,Unknown,You Never Can Tell,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1365,7/21/1985,4/29/1985,,,Broadway,Revival Production,,,Unknown,Aren't We All?,Play, Brooks Atkinson Theatre,"         Brooks Atkinson Theatre (New York, NY) 256 W. 47th St. "
1366,9/1/1985,5/30/1985,,,Broadway,Revival Production,,,Open Run,Arms and the Man,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1367,1/4/1986,5/1/1985,,,Broadway,Original Production Production,,,Open Run,As Is,Play, Lyceum Theatre,"         Lyceum Theatre (Broadway) (New York, NY) 149 W. 45th St. "
1368,8/9/1985,6/26/1985,,1,Broadway,Revival Production,,,Open Run,Babes in Arms,Musical, Music Hall,"         Music Hall (Tarrytown, NY, ) Tarrytown, NY, "
1369,6/29/1986,12/22/1985,, ,Broadway,Original Production Production,,,Unknown,Benefactors,Play, Brooks Atkinson Theatre,"         Brooks Atkinson Theatre (New York, NY) 256 W. 47th St. "
1370,9/20/1987,4/25/1985,,1,Broadway,Original Production Production,,,Open Run,Big River,Musical, Eugene O'Neill Theatre,"         Eugene O'Neill Theatre (New York, NY) 230 West 49th St. "
1371,6/28/1986,3/28/1985,, ,Broadway,Original Production Production,,,Unknown,Biloxi Blues,Play, Neil Simon Theatre,"         Neil Simon Theatre (New York, NY) 250 W. 52nd St. "
1372,3/2/1986,12/10/1985,11/29/1985, ,Broadway,Revival Production,,,Unknown,Blood Knot,Play, John Golden Theatre,"         John Golden Theatre (New York, NY) 252 West 45th St. "
1373,1/26/1985,1/3/1985,, ,Broadway,Original Production Production,,,Unknown,Dancing in the End Zone,Play, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
1374,1/4/1986,5/8/1985,, ,Broadway,Original Production Production,,,Unknown,Doubles,, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
1375,6/22/1985,4/16/1985,,1,Broadway,Original Production Production,,,Open Run,Grind,Musical, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1376,2/3/1985,1/31/1985,,1,Broadway,Original Production Production,,,Open Run,Harrigan 'n Hart,Musical, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
1377,3/29/1986,12/12/1985,11/29/1985, ,Broadway,Revival Production,,,Unknown,Hay Fever,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. "
1378,1/12/1985,1/2/1985,, ,Broadway,Original Production Production,,,Unknown,Home Front,Play, Royale Theatre,"         Royale Theatre (New York, NY) 242 W. 45th St. "
1379,1/17/1988,11/19/1985,,,Broadway,Original Production Production,,,Open Run,I'm Not Rappaport,Play, Booth Theatre,"         Booth Theatre (Broadway) (New York, NY) 222 West 45th St. "
1380,4/20/1986,12/18/1985,11/26/1985,1,Broadway,Original Production Production,,,Open Run,Jerry's Girls,Revue, St. James Theatre,"         St. James Theatre (Broadway) (New York, NY) 246 West 44th St. "
1381,6/23/1985,3/27/1985,,,Broadway,Revival Production,,,Open Run,Joe Egg,Play, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
1382,7/21/1985,4/8/1985,,1,Broadway,Original Production Production,,,Open Run,Leader of the Pack,Musical, Ambassador Theatre,"         Ambassador Theatre (New York, NY) 219 W. 49th St. "
1383,1/18/1986,10/2/1985,,1,Broadway,Revival Production,,,Open Run,Leave It to Jane,Musical, Goodspeed Opera House,         Poinciana Playhouse  
1384,1/5/1986,10/23/1985,,1,Broadway,Original Production Production,,,Open Run,Mayor,Musical, Latin Quarter,"         Latin Quarter (New York, NY) 200 W. 48th St. "
1385,5/25/1985,2/11/1985,, ,Broadway,Original Production Production,,,Unknown,Pack of Lies,Play, Royale Theatre,"         Royale Theatre (New York, NY) 242 W. 45th St. "
1386,3/9/1985,3/7/1985,, ,Broadway,Original Production Production,,,Unknown,Requiem for a Heavyweight,Play, Martin Beck Theatre,"         Martin Beck Theatre (New York, NY) 302 W. 45th St. "
1387,9/1/1985,3/26/1985,,1,Broadway,Original Production Production,,,Open Run,"Sing, Mahalia, Sing",Musical, Warner Theatre,"         Paramount Theatre (Oakland, CA, ) 2025 Broadway Oakland, CA, "
1388,5/18/1986,7/2/1985,,1,Broadway,Original Production Production,,,Open Run,Singin' in the Rain,Musical, Gershwin Theatre,"         Gershwin Theatre (New York, NY) 222 West 51st St. "
1389,11/8/1986,9/18/1985,,1,Broadway,Original Production Production,,,Open Run,Song and Dance,Musical, Royale Theatre,"         Royale Theatre (New York, NY) 242 W. 45th St. "
1390,5/5/1985,2/21/1985,, ,Broadway,Revival Production,,,Unknown,Strange Interlude,Play, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. "
1391,4/14/1985,4/14/1985,,1,Broadway,Revival Production,,,Open Run,Take Me Along,Musical, Martin Beck Theatre,"         Martin Beck Theatre (New York, NY) 302 W. 45th St. "
1392,3/30/1986,10/9/1985,,1,Broadway,Original Production Production,,,Open Run,Tango Argentino,Revue, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1393,12/8/1985,12/1/1985,11/5/1985, ,Broadway,Original Production Production,,,Unknown,The Boys of Winter,Play, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. "
1394,12/1/1985,9/29/1985,, ,Broadway,Revival Production,,,Unknown,The Iceman Cometh,Play, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. "
1395,6/30/1985,1/7/1985,,1,Broadway,Revival Production,,,Limited Run,The King and I,Musical, Broadway Theatre,"         Broadway Theatre (Broadway) (New York, NY) 1681 Broadway "
1396,4/14/1985,3/6/1985,, ,Broadway,Original Production Production,,,Unknown,The Loves of Anatol,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1397,12/15/1985,10/10/1985,, ,Broadway,Original Production Production,,,Unknown,The Marriage of Figaro,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1398,5/16/1987,12/2/1985,11/12/1985,1,Broadway,Original Production Production,,,Open Run,The Mystery of Edwin Drood,Musical, Imperial Theatre,"         Imperial Theatre (Broadway) (New York, NY) 249 West 45th St. "
1399,11/9/1985,11/7/1985,,1,Broadway,Original Production Production,,,Open Run,The News,Musical, Hayes Theatre,"         Hayes Theatre (New York, NY) 240 West 44th St. "
1400,3/23/1985,3/5/1985,, ,Broadway,Original Production Production,,,Unknown,The Octette Bridge Club,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. "
1401,2/23/1986,6/11/1985,,,Broadway,Revival Production,,,Open Run,The Odd Couple,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
1402,1/4/1986,12/20/1985,, ,Broadway,Original Production Production,,,Unknown,The Robert Klein Show!,Special, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1403,10/5/1986,9/26/1985,, ,Broadway,Original Production Production,,,Unknown,The Search for Signs of Intelligent Life in the Universe,, Plymouth Theatre,"         Plymouth Theatre (New York, NY) 236 W. 45th St. "
1404,12/22/1985,12/19/1985,11/26/1985,1,Broadway,Original Production Production,,,Open Run,Wind in the Willows,Musical, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. "
1405,6/9/1984,5/1/1984,,,Broadway,Revival Production,,,Unknown,A Moon for the Misbegotten,Play, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. "
1406,5/13/1984,5/3/1984,,,Broadway,Original Production Production,,,Unknown,A Woman of Independent Means,Play, Biltmore Theatre,"         Biltmore Theatre (New York, NY) 261-5 West 47th St. "
1407,12/1/1984,11/15/1984,11/2/1984,,Broadway,Original Production Production,,,Unknown,Accidental Death of an Anarchist,Play, Belasco Theatre,"         Belasco Theatre (New York, NY) 111 West 44th St. "
1408,1/12/1985,10/21/1984,,,Broadway,Original Production Production,,,Unknown,Alone Together,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. "
1409,12/30/1984,11/18/1984,,,Broadway,Original Production Production,,,Open Run,André DeShield's Harlem Nocturne,Revue, Latin Quarter,"         Latin Quarter (New York, NY) 200 W. 48th St. "
1410,4/29/1984,3/8/1984,,,Broadway,Revival Production,,,Unknown,Awake and Sing!,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1411,5/13/1984,4/22/1984,, ,Broadway,Original Production Production,,,Unknown,Beethoven's Tenth,Play, Nederlander Theatre,"         Nederlander Theatre (New York, NY) 208 W. 41st St. "
1412,1/19/1985,10/16/1984,, ,Broadway,Revival Production,,,Unknown,Cyrano de Bergerac,Play, Gershwin Theatre,"         Gershwin Theatre (New York, NY) 222 West 51st St. "
1413,1/16/1985,10/14/1984,,,Broadway,Original Production Production,,,Unknown,Cyrano de Bergerac / Much Ado About Nothing,Play, Gershwin Theatre,"         Gershwin Theatre (New York, NY) 222 West 51st St. "
1414,11/18/1984,9/14/1984,,,Broadway,Revival Production,,,Unknown,Death of a Salesman,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
1415,7/1/1984,3/29/1984,,,Broadway,Revival Production,,,Unknown,Death of a Salesman,Play, Broadhurst Theatre,"         Broadhurst Theatre (New York, NY) 235 W. 44th St. "
1416,1/20/1985,6/20/1984,,,Broadway,Revival Production,,,Open Run,Design For Living,Play, Circle in the Square,"         Circle in the Square (Broadway) (New York, NY) 1633 Broadway at 50th St. "
1417,1/27/1985,12/11/1984,,1,Broadway,Original Production Production,,,Unknown,Doug Henning & His World of Magic,, Lunt-Fontanne Theatre,"         Lunt-Fontanne Theatre (New York, NY) 205 West 46th St. "
1418,6/2/1984,5/6/1984,, ,Broadway,Original Production Production,,,Unknown,End of the World,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. "
1419,2/17/1985,3/25/1984,,,Broadway,Original Production Production,,,Open Run,Glengarry Glen Ross,Play, John Golden Theatre,"         John Golden Theatre (New York, NY) 252 West 45th St. "
1420,6/2/1985,8/7/1984,, ,Broadway,Original Production Production,,,Unknown,Hurlyburly,Play, Ethel Barrymore Theatre,"         Ethel Barrymore Theatre (New York, NY) 243 West 47th St. "
1421,2/19/1984,1/19/1984,, ,Broadway,Revival Production,,,Unknown,Ian McKellen: Acting Shakespeare,Play, Ritz Theatre,"         Ritz Theatre (New York, NY) 219 W. 48th St. "
1422,10/21/1984,10/10/1984,, ,Broadway,Original Production Production,,,Unknown,Kipling,Play, Royale Theatre,"         Royale Theatre (New York, NY) 242 W. 45th St. "
1423,6/9/1985,10/11/1984,,,Broadway,Original Production Production,,,Open Run,Ma Rainey's Black Bottom,Play, Cort Theatre,"         Cort Theatre (Broadway) (New York, NY) 138 West 48th St. "
1424,1/16/1985,10/14/1984,,,Broadway,Revival Production,,,Repertory (Limited Run),Much Ado About Nothing,Play, Gershwin Theatre,"         Gershwin Theatre (New York, NY) 222 West 51st St. "
1425,7/22/1984,7/17/1984,,,Broadway,Revival Production,,,Unknown,Oedipus Rex,Play, Vivian Beaumont Theatre,"         Vivian Beaumont Theatre (New York, NY) 150 West 65th St. at Broadway "
1426,5/13/1984,4/29/1984,,1,Broadway,Revival Production,,,Open Run,Oliver!,Musical, Mark Hellinger Theatre,"         Mark Hellinger Theatre (New York, NY) 237 West 51st St. "
1427,2/12/1984,1/29/1984,, ,Broadway,Original Production Production,,,Unknown,Open Admissions,Play, Music Box Theatre,"         Music Box Theatre (New York, NY) 239 West 45th St. "
1428,9/16/1984,9/11/1984,,,Broadway,Original Production Production,,,Unknown,Patti La Belle on Broadway,, Gershwin Theatre,"         Gershwin Theatre (New York, NY) 222 West 51st St. "
1429,4/29/1984,4/26/1984,, ,Broadway,Original Production Production,,,Unknown,Play Memory,Play Play, Longacre Theatre,"         Longacre Theatre (New York, NY) 220 West 48th Street "
1430,10/14/1984,9/25/1984,,1,Broadway,Original Production Production,,,Open Run,Quilters,Musical, Jack Lawrence Theatre,"         Jack Lawrence Theatre (New York, NY) 359 W. 48th St. "
